study_name,scenario,scenario_label,scenario_group,protocol,protocol_label,seed,node_count,area_size,initial_energy,rounds_completed,fnd,hnd,lnd,average_residual_energy_over_time,average_residual_energy_final_round,packet_delivery_ratio,transmission_success_ratio,end_to_end_delay,throughput_bits_per_round,average_aoi,hazardous_event_delivery_success_rate,packets_generated,packets_attempted,packets_suppressed,packets_delivered,hazardous_packets_generated,hazardous_packets_attempted,hazardous_packets_delivered
main_comparisons,hazardous_spike,Hazardous Spike,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,23,36,100.0,0.09,260,260,260,260,0.04917558410477963,0.012397451709116637,0.8142094017094017,1.0,1.1796352184752656,117246.15384615384,0.3988247863247863,1.0,9360,7621,1739,7621,2480,2480,2480
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,standard_leach,LEACH,23,36,100.0,0.09,250,101,140,250,0.02589608389345122,0.0,0.9787798408488063,0.9787798408488063,1.6627951993805652,82656.0,23.409333333333333,0.9787390029325513,5278,5278,0,5166,1364,1364,1335
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,energy_aware_leach,EA-LEACH,23,36,100.0,0.09,157,116,134,157,0.03768013963162216,0.0,0.9692025290638384,0.9692025290638384,1.78493265993266,121070.06369426752,1.9110049539985852,0.9709257842387146,4903,4903,0,4752,1307,1307,1269
main_comparisons,hotspot_heavy,Hotspot Heavy,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,23,36,100.0,0.09,260,185,260,260,0.04009108995079145,0.0038843441864493053,0.9948209862643549,0.9986437613019892,1.1591217745586238,135938.46153846153,1.3973290598290597,0.9986754966887417,8882,8848,34,8836,2265,2265,2262
main_comparisons,normal,Normal,evaluation,standard_leach,LEACH,29,36,100.0,0.09,235,110,150,235,0.02790911973726316,0.0,0.9713761467889909,0.9713761467889909,1.617302606724594,90110.63829787234,16.75082742316785,1.0,5450,5450,0,5294,0,0,0
main_comparisons,normal,Normal,evaluation,energy_aware_leach,EA-LEACH,29,36,100.0,0.09,181,119,136,181,0.03305815209700712,0.0,0.9697763449526496,0.9697763449526496,1.7502597132765427,106364.6408839779,5.866482504604051,1.0,4963,4963,0,4813,0,0,0
main_comparisons,normal,Normal,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,29,36,100.0,0.09,260,260,260,260,0.05346355729464878,0.023046478420670913,0.6951923076923077,1.0,1.1702781619794067,100107.69230769231,0.6592948717948718,1.0,9360,6507,2853,6507,0,0,0
main_comparisons,rising_warning,Rising Warning,evaluation,standard_leach,LEACH,29,36,100.0,0.09,198,103,149,198,0.032761412552891445,0.0,0.9660003736222679,0.9660003736222679,1.6700831560626572,104464.64646464646,7.819584736251403,0.9232981783317353,5353,5353,0,5171,1043,1043,963
main_comparisons,rising_warning,Rising Warning,evaluation,energy_aware_leach,EA-LEACH,29,36,100.0,0.09,159,119,135,159,0.037116898956702095,0.0,0.9847579814624099,0.9847579814624099,1.8035975737293453,120276.72955974843,2.3404961565338924,0.9565217391304348,4855,4855,0,4781,759,759,726
main_comparisons,rising_warning,Rising Warning,evaluation,tcn_predictive_pollution_aware_leach,TCN-PPA-LEACH,29,36,100.0,0.09,260,218,260,260,0.041659850431797346,0.003020818215550942,0.9984775989560678,0.9988034373980202,1.1463733391417992,141261.53846153847,0.22051282051282053,0.9973952166706133,9196,9193,3,9182,4223,4223,4212
